evidence_id,phase,analysis_nature,dataset_code,dataset_display_name,dataset_role,modality,endpoint,horizon_days,model_or_comparison,metric,point_estimate,ci_lower_95,ci_upper_95,parent_n,evaluated_n,events,coverage,source_file,source_row,ci_source_file,ci_source_row,claim_status,allowed_claim_zh,allowed_claim_en,limitation_zh,limitation_en,planned_location,planned_figure_or_table
P6-NEG-ABS-R008-HARRELL-C,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,assay=shuffled_full; model=B4,harrell_c,0.7163996499312365,,,626.0,626.0,110.0,1.0,results/metrics/phase6/radcure_negative_controls.csv,8,,,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE负对照中，shuffled_full assay的B4之Harrell C指数为0.7163996499312365。,"In RADCURE negative controls, B4 under shuffled_full had Harrell C index 0.7163996499312365.",不得据此声称放射组学特异性生物学信号。,No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-ABS-R008-UNO-C,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,assay=shuffled_full; model=B4,uno_c,0.7276396247683398,,,626.0,626.0,110.0,1.0,results/metrics/phase6/radcure_negative_controls.csv,8,,,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE负对照中，shuffled_full assay的B4之Uno C指数为0.7276396247683398。,"In RADCURE negative controls, B4 under shuffled_full had Uno C index 0.7276396247683398.",不得据此声称放射组学特异性生物学信号。,No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-ABS-R008-AUC-HORIZON,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,assay=shuffled_full; model=B4,auc_horizon,0.7313858253975207,,,626.0,626.0,110.0,1.0,results/metrics/phase6/radcure_negative_controls.csv,8,,,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE负对照中，shuffled_full assay的B4之24个月AUC为0.7313858253975207。,"In RADCURE negative controls, B4 under shuffled_full had 24-month AUC 0.7313858253975207.",不得据此声称放射组学特异性生物学信号。,No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-ABS-R009-IPCW-BRIER,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,assay=shuffled_full; model=B5,ipcw_brier,0.09806544374335614,,,626.0,626.0,110.0,1.0,results/metrics/phase6/radcure_negative_controls.csv,9,,,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE负对照中，shuffled_full assay的B5之IPCW Brier评分为0.09806544374335614。,"In RADCURE negative controls, B5 under shuffled_full had IPCW Brier score 0.09806544374335614.",不得据此声称放射组学特异性生物学信号。,No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-ABS-R009-HARRELL-C,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,assay=shuffled_full; model=B5,harrell_c,0.765025272821447,,,626.0,626.0,110.0,1.0,results/metrics/phase6/radcure_negative_controls.csv,9,,,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE负对照中，shuffled_full assay的B5之Harrell C指数为0.765025272821447。,"In RADCURE negative controls, B5 under shuffled_full had Harrell C index 0.765025272821447.",不得据此声称放射组学特异性生物学信号。,No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-ABS-R009-UNO-C,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,assay=shuffled_full; model=B5,uno_c,0.7766884816945702,,,626.0,626.0,110.0,1.0,results/metrics/phase6/radcure_negative_controls.csv,9,,,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE负对照中，shuffled_full assay的B5之Uno C指数为0.7766884816945702。,"In RADCURE negative controls, B5 under shuffled_full had Uno C index 0.7766884816945702.",不得据此声称放射组学特异性生物学信号。,No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-ABS-R009-AUC-HORIZON,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,assay=shuffled_full; model=B5,auc_horizon,0.7823071455614656,,,626.0,626.0,110.0,1.0,results/metrics/phase6/radcure_negative_controls.csv,9,,,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE负对照中，shuffled_full assay的B5之24个月AUC为0.7823071455614656。,"In RADCURE negative controls, B5 under shuffled_full had 24-month AUC 0.7823071455614656.",不得据此声称放射组学特异性生物学信号。,No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-ABS-R010-IPCW-BRIER,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,assay=shuffled_full; model=B6,ipcw_brier,0.09680622139642008,,,626.0,626.0,110.0,1.0,results/metrics/phase6/radcure_negative_controls.csv,10,,,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE负对照中，shuffled_full assay的B6之IPCW Brier评分为0.09680622139642008。,"In RADCURE negative controls, B6 under shuffled_full had IPCW Brier score 0.09680622139642008.",不得据此声称放射组学特异性生物学信号。,No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-ABS-R010-HARRELL-C,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,assay=shuffled_full; model=B6,harrell_c,0.7682223293861294,,,626.0,626.0,110.0,1.0,results/metrics/phase6/radcure_negative_controls.csv,10,,,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE负对照中，shuffled_full assay的B6之Harrell C指数为0.7682223293861294。,"In RADCURE negative controls, B6 under shuffled_full had Harrell C index 0.7682223293861294.",不得据此声称放射组学特异性生物学信号。,No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-ABS-R010-UNO-C,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,assay=shuffled_full; model=B6,uno_c,0.7805443234338705,,,626.0,626.0,110.0,1.0,results/metrics/phase6/radcure_negative_controls.csv,10,,,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE负对照中，shuffled_full assay的B6之Uno C指数为0.7805443234338705。,"In RADCURE negative controls, B6 under shuffled_full had Uno C index 0.7805443234338705.",不得据此声称放射组学特异性生物学信号。,No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-ABS-R010-AUC-HORIZON,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,assay=shuffled_full; model=B6,auc_horizon,0.7879258982915518,,,626.0,626.0,110.0,1.0,results/metrics/phase6/radcure_negative_controls.csv,10,,,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE负对照中，shuffled_full assay的B6之24个月AUC为0.7879258982915518。,"In RADCURE negative controls, B6 under shuffled_full had 24-month AUC 0.7879258982915518.",不得据此声称放射组学特异性生物学信号。,No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-ABS-R011-IPCW-BRIER,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,assay=shuffled_full; model=B7,ipcw_brier,0.09264360455448223,,,626.0,584.0,89.0,0.9329073482428115,results/metrics/phase6/radcure_negative_controls.csv,11,,,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE负对照中，shuffled_full assay的B7之IPCW Brier评分为0.09264360455448223。,"In RADCURE negative controls, B7 under shuffled_full had IPCW Brier score 0.09264360455448223.",B7必须同时报告覆盖率，并在相同非弃权患者子集比较。 不得据此声称放射组学特异性生物学信号。,B7 requires coverage and identical non-abstained-subset comparisons. No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-ABS-R011-HARRELL-C,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,assay=shuffled_full; model=B7,harrell_c,0.743310560774267,,,626.0,584.0,89.0,0.9329073482428115,results/metrics/phase6/radcure_negative_controls.csv,11,,,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE负对照中，shuffled_full assay的B7之Harrell C指数为0.743310560774267。,"In RADCURE negative controls, B7 under shuffled_full had Harrell C index 0.743310560774267.",B7必须同时报告覆盖率，并在相同非弃权患者子集比较。 不得据此声称放射组学特异性生物学信号。,B7 requires coverage and identical non-abstained-subset comparisons. No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-ABS-R011-UNO-C,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,assay=shuffled_full; model=B7,uno_c,0.7558944869093611,,,626.0,584.0,89.0,0.9329073482428115,results/metrics/phase6/radcure_negative_controls.csv,11,,,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE负对照中，shuffled_full assay的B7之Uno C指数为0.7558944869093611。,"In RADCURE negative controls, B7 under shuffled_full had Uno C index 0.7558944869093611.",B7必须同时报告覆盖率，并在相同非弃权患者子集比较。 不得据此声称放射组学特异性生物学信号。,B7 requires coverage and identical non-abstained-subset comparisons. No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-ABS-R011-AUC-HORIZON,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,assay=shuffled_full; model=B7,auc_horizon,0.7597909471601484,,,626.0,584.0,89.0,0.9329073482428115,results/metrics/phase6/radcure_negative_controls.csv,11,,,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE负对照中，shuffled_full assay的B7之24个月AUC为0.7597909471601484。,"In RADCURE negative controls, B7 under shuffled_full had 24-month AUC 0.7597909471601484.",B7必须同时报告覆盖率，并在相同非弃权患者子集比较。 不得据此声称放射组学特异性生物学信号。,B7 requires coverage and identical non-abstained-subset comparisons. No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-ABS-R012-IPCW-BRIER,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,assay=randomized_sampled_full; model=B2,ipcw_brier,0.10906156078254249,,,626.0,626.0,110.0,1.0,results/metrics/phase6/radcure_negative_controls.csv,12,,,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE负对照中，randomized_sampled_full assay的B2之IPCW Brier评分为0.10906156078254249。,"In RADCURE negative controls, B2 under randomized_sampled_full had IPCW Brier score 0.10906156078254249.",不得据此声称放射组学特异性生物学信号。,No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-ABS-R012-HARRELL-C,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,assay=randomized_sampled_full; model=B2,harrell_c,0.7012448873885941,,,626.0,626.0,110.0,1.0,results/metrics/phase6/radcure_negative_controls.csv,12,,,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE负对照中，randomized_sampled_full assay的B2之Harrell C指数为0.7012448873885941。,"In RADCURE negative controls, B2 under randomized_sampled_full had Harrell C index 0.7012448873885941.",不得据此声称放射组学特异性生物学信号。,No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-ABS-R012-UNO-C,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,assay=randomized_sampled_full; model=B2,uno_c,0.707818863401655,,,626.0,626.0,110.0,1.0,results/metrics/phase6/radcure_negative_controls.csv,12,,,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE负对照中，randomized_sampled_full assay的B2之Uno C指数为0.707818863401655。,"In RADCURE negative controls, B2 under randomized_sampled_full had Uno C index 0.707818863401655.",不得据此声称放射组学特异性生物学信号。,No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-ABS-R012-AUC-HORIZON,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,assay=randomized_sampled_full; model=B2,auc_horizon,0.7144782261106698,,,626.0,626.0,110.0,1.0,results/metrics/phase6/radcure_negative_controls.csv,12,,,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE负对照中，randomized_sampled_full assay的B2之24个月AUC为0.7144782261106698。,"In RADCURE negative controls, B2 under randomized_sampled_full had 24-month AUC 0.7144782261106698.",不得据此声称放射组学特异性生物学信号。,No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-ABS-R013-IPCW-BRIER,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,assay=randomized_sampled_full; model=B4,ipcw_brier,0.10557722386292369,,,626.0,626.0,110.0,1.0,results/metrics/phase6/radcure_negative_controls.csv,13,,,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE负对照中，randomized_sampled_full assay的B4之IPCW Brier评分为0.10557722386292369。,"In RADCURE negative controls, B4 under randomized_sampled_full had IPCW Brier score 0.10557722386292369.",不得据此声称放射组学特异性生物学信号。,No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-ABS-R013-HARRELL-C,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,assay=randomized_sampled_full; model=B4,harrell_c,0.71413134722892,,,626.0,626.0,110.0,1.0,results/metrics/phase6/radcure_negative_controls.csv,13,,,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE负对照中，randomized_sampled_full assay的B4之Harrell C指数为0.71413134722892。,"In RADCURE negative controls, B4 under randomized_sampled_full had Harrell C index 0.71413134722892.",不得据此声称放射组学特异性生物学信号。,No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-ABS-R013-UNO-C,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,assay=randomized_sampled_full; model=B4,uno_c,0.7227475887068148,,,626.0,626.0,110.0,1.0,results/metrics/phase6/radcure_negative_controls.csv,13,,,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE负对照中，randomized_sampled_full assay的B4之Uno C指数为0.7227475887068148。,"In RADCURE negative controls, B4 under randomized_sampled_full had Uno C index 0.7227475887068148.",不得据此声称放射组学特异性生物学信号。,No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-ABS-R013-AUC-HORIZON,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,assay=randomized_sampled_full; model=B4,auc_horizon,0.7276171750683119,,,626.0,626.0,110.0,1.0,results/metrics/phase6/radcure_negative_controls.csv,13,,,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE负对照中，randomized_sampled_full assay的B4之24个月AUC为0.7276171750683119。,"In RADCURE negative controls, B4 under randomized_sampled_full had 24-month AUC 0.7276171750683119.",不得据此声称放射组学特异性生物学信号。,No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-ABS-R014-IPCW-BRIER,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,assay=randomized_sampled_full; model=B5,ipcw_brier,0.09858634927497563,,,626.0,626.0,110.0,1.0,results/metrics/phase6/radcure_negative_controls.csv,14,,,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE负对照中，randomized_sampled_full assay的B5之IPCW Brier评分为0.09858634927497563。,"In RADCURE negative controls, B5 under randomized_sampled_full had IPCW Brier score 0.09858634927497563.",不得据此声称放射组学特异性生物学信号。,No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-ABS-R014-HARRELL-C,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,assay=randomized_sampled_full; model=B5,harrell_c,0.7635785600743004,,,626.0,626.0,110.0,1.0,results/metrics/phase6/radcure_negative_controls.csv,14,,,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE负对照中，randomized_sampled_full assay的B5之Harrell C指数为0.7635785600743004。,"In RADCURE negative controls, B5 under randomized_sampled_full had Harrell C index 0.7635785600743004.",不得据此声称放射组学特异性生物学信号。,No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-ABS-R014-UNO-C,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,assay=randomized_sampled_full; model=B5,uno_c,0.7749600653003462,,,626.0,626.0,110.0,1.0,results/metrics/phase6/radcure_negative_controls.csv,14,,,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE负对照中，randomized_sampled_full assay的B5之Uno C指数为0.7749600653003462。,"In RADCURE negative controls, B5 under randomized_sampled_full had Uno C index 0.7749600653003462.",不得据此声称放射组学特异性生物学信号。,No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-ABS-R014-AUC-HORIZON,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,assay=randomized_sampled_full; model=B5,auc_horizon,0.7802465221479049,,,626.0,626.0,110.0,1.0,results/metrics/phase6/radcure_negative_controls.csv,14,,,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE负对照中，randomized_sampled_full assay的B5之24个月AUC为0.7802465221479049。,"In RADCURE negative controls, B5 under randomized_sampled_full had 24-month AUC 0.7802465221479049.",不得据此声称放射组学特异性生物学信号。,No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-ABS-R015-IPCW-BRIER,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,assay=randomized_sampled_full; model=B6,ipcw_brier,0.09741389017396895,,,626.0,626.0,110.0,1.0,results/metrics/phase6/radcure_negative_controls.csv,15,,,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE负对照中，randomized_sampled_full assay的B6之IPCW Brier评分为0.09741389017396895。,"In RADCURE negative controls, B6 under randomized_sampled_full had IPCW Brier score 0.09741389017396895.",不得据此声称放射组学特异性生物学信号。,No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-ABS-R015-HARRELL-C,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,assay=randomized_sampled_full; model=B6,harrell_c,0.7659183053814143,,,626.0,626.0,110.0,1.0,results/metrics/phase6/radcure_negative_controls.csv,15,,,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE负对照中，randomized_sampled_full assay的B6之Harrell C指数为0.7659183053814143。,"In RADCURE negative controls, B6 under randomized_sampled_full had Harrell C index 0.7659183053814143.",不得据此声称放射组学特异性生物学信号。,No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-ABS-R015-UNO-C,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,assay=randomized_sampled_full; model=B6,uno_c,0.7776890781849694,,,626.0,626.0,110.0,1.0,results/metrics/phase6/radcure_negative_controls.csv,15,,,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE负对照中，randomized_sampled_full assay的B6之Uno C指数为0.7776890781849694。,"In RADCURE negative controls, B6 under randomized_sampled_full had Uno C index 0.7776890781849694.",不得据此声称放射组学特异性生物学信号。,No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-ABS-R015-AUC-HORIZON,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,assay=randomized_sampled_full; model=B6,auc_horizon,0.7849842378492011,,,626.0,626.0,110.0,1.0,results/metrics/phase6/radcure_negative_controls.csv,15,,,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE负对照中，randomized_sampled_full assay的B6之24个月AUC为0.7849842378492011。,"In RADCURE negative controls, B6 under randomized_sampled_full had 24-month AUC 0.7849842378492011.",不得据此声称放射组学特异性生物学信号。,No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-ABS-R016-IPCW-BRIER,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,assay=randomized_sampled_full; model=B7,ipcw_brier,0.09160717942469315,,,626.0,584.0,89.0,0.9329073482428115,results/metrics/phase6/radcure_negative_controls.csv,16,,,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE负对照中，randomized_sampled_full assay的B7之IPCW Brier评分为0.09160717942469315。,"In RADCURE negative controls, B7 under randomized_sampled_full had IPCW Brier score 0.09160717942469315.",B7必须同时报告覆盖率，并在相同非弃权患者子集比较。 不得据此声称放射组学特异性生物学信号。,B7 requires coverage and identical non-abstained-subset comparisons. No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-ABS-R016-HARRELL-C,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,assay=randomized_sampled_full; model=B7,harrell_c,0.7448524527943827,,,626.0,584.0,89.0,0.9329073482428115,results/metrics/phase6/radcure_negative_controls.csv,16,,,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE负对照中，randomized_sampled_full assay的B7之Harrell C指数为0.7448524527943827。,"In RADCURE negative controls, B7 under randomized_sampled_full had Harrell C index 0.7448524527943827.",B7必须同时报告覆盖率，并在相同非弃权患者子集比较。 不得据此声称放射组学特异性生物学信号。,B7 requires coverage and identical non-abstained-subset comparisons. No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-ABS-R016-UNO-C,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,assay=randomized_sampled_full; model=B7,uno_c,0.7569151726943898,,,626.0,584.0,89.0,0.9329073482428115,results/metrics/phase6/radcure_negative_controls.csv,16,,,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE负对照中，randomized_sampled_full assay的B7之Uno C指数为0.7569151726943898。,"In RADCURE negative controls, B7 under randomized_sampled_full had Uno C index 0.7569151726943898.",B7必须同时报告覆盖率，并在相同非弃权患者子集比较。 不得据此声称放射组学特异性生物学信号。,B7 requires coverage and identical non-abstained-subset comparisons. No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-ABS-R016-AUC-HORIZON,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,assay=randomized_sampled_full; model=B7,auc_horizon,0.7612129844897159,,,626.0,584.0,89.0,0.9329073482428115,results/metrics/phase6/radcure_negative_controls.csv,16,,,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE负对照中，randomized_sampled_full assay的B7之24个月AUC为0.7612129844897159。,"In RADCURE negative controls, B7 under randomized_sampled_full had 24-month AUC 0.7612129844897159.",B7必须同时报告覆盖率，并在相同非弃权患者子集比较。 不得据此声称放射组学特异性生物学信号。,B7 requires coverage and identical non-abstained-subset comparisons. No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
